date,workout_name,exercise,set_type,set_num,weight_lb,reps,seconds,rpe_actual
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press (Machine),working,1,140.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press (Machine),working,2,160.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press (Machine),working,3,180.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press (Machine),working,4,200.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press (Machine),working,5,220.0,4,0,
2024-01-08,Entrenamiento por la tarde noche,Incline Chest Press (Machine),working,1,110.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Incline Chest Press (Machine),working,2,130.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Incline Chest Press (Machine),working,3,150.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Incline Chest Press (Machine),working,4,170.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Incline Chest Press (Machine),working,5,190.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Shoulder Press (Machine),working,1,60.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Shoulder Press (Machine),working,2,80.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Shoulder Press (Machine),working,3,100.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Shoulder Press (Machine),working,4,120.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Shoulder Press (Machine),working,5,130.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press Wide (Machine),working,1,180.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press Wide (Machine),working,2,160.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press Wide (Machine),working,3,160.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Seated Leg Press Wide (Machine),working,4,160.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Lat Pulldown (Cable),working,1,100.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Lat Pulldown (Cable),working,2,100.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Lat Pulldown (Cable),working,3,100.0,5,0,
2024-01-08,Entrenamiento por la tarde noche,Lat Pulldown (Cable),working,4,100.0,4,0,
2024-01-08,Entrenamiento por la tarde noche,Hammer Curl (Dumbbell),working,1,30.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Hammer Curl (Dumbbell),working,2,30.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Hammer Curl (Dumbbell),working,3,30.0,3,0,
2024-01-08,Entrenamiento por la tarde noche,Hammer Curl (Dumbbell),working,4,30.0,3,0,
2024-01-09,3 To 5 (1),Seated Leg Press (Machine),working,1,180.0,3,0,
2024-01-09,3 To 5 (1),Seated Leg Press (Machine),working,2,180.0,3,0,
2024-01-09,3 To 5 (1),Seated Leg Press (Machine),working,3,180.0,3,0,
2024-01-09,3 To 5 (1),Seated Leg Press (Machine),working,4,180.0,4,0,
2024-01-09,3 To 5 (1),Seated Leg Press (Machine),working,5,180.0,5,0,
2024-01-09,3 To 5 (1),Incline Chest Press (Machine),working,1,190.0,3,0,
2024-01-09,3 To 5 (1),Incline Chest Press (Machine),working,2,190.0,3,0,
2024-01-09,3 To 5 (1),Incline Chest Press (Machine),working,3,190.0,3,0,
2024-01-09,3 To 5 (1),Incline Chest Press (Machine),working,4,190.0,3,0,
2024-01-09,3 To 5 (1),Incline Chest Press (Machine),working,5,190.0,3,0,
2024-01-09,3 To 5 (1),Shoulder Press (Machine),working,1,130.0,3,0,
2024-01-09,3 To 5 (1),Shoulder Press (Machine),working,2,130.0,3,0,
2024-01-09,3 To 5 (1),Shoulder Press (Machine),working,3,130.0,3,0,
2024-01-09,3 To 5 (1),Shoulder Press (Machine),working,4,130.0,3,0,
2024-01-09,3 To 5 (1),Shoulder Press (Machine),working,5,130.0,3,0,
2024-01-09,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,160.0,5,0,
2024-01-09,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,180.0,5,0,
2024-01-09,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,200.0,4,0,
2024-01-09,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,220.0,3,0,
2024-01-09,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,220.0,3,0,
2024-01-09,3 To 5 (1),Lat Pulldown (Cable),working,1,115.0,4,0,
2024-01-09,3 To 5 (1),Lat Pulldown (Cable),working,2,115.0,5,0,
2024-01-09,3 To 5 (1),Lat Pulldown (Cable),working,3,115.0,3,0,
2024-01-09,3 To 5 (1),Lat Pulldown (Cable),working,4,115.0,3,0,
2024-01-09,3 To 5 (1),Lat Pulldown (Cable),working,5,115.0,3,0,
2024-01-09,3 To 5 (1),Hammer Curl (Dumbbell),working,1,30.0,3,0,
2024-01-09,3 To 5 (1),Hammer Curl (Dumbbell),working,2,30.0,3,0,
2024-01-09,3 To 5 (1),Hammer Curl (Dumbbell),working,3,30.0,3,0,
2024-01-09,3 To 5 (1),Hammer Curl (Dumbbell),working,4,30.0,3,0,
2024-01-09,3 To 5 (1),Hammer Curl (Dumbbell),working,5,30.0,3,0,
2024-01-11,3 To 5 (1),Seated Leg Press (Machine),working,1,180.0,3,0,
2024-01-11,3 To 5 (1),Seated Leg Press (Machine),working,2,180.0,4,0,
2024-01-11,3 To 5 (1),Seated Leg Press (Machine),working,3,180.0,5,0,
2024-01-11,3 To 5 (1),Seated Leg Press (Machine),working,4,180.0,5,0,
2024-01-11,3 To 5 (1),Seated Leg Press (Machine),working,5,180.0,5,0,
2024-01-11,3 To 5 (1),Incline Chest Press (Machine),working,1,190.0,3,0,
2024-01-11,3 To 5 (1),Incline Chest Press (Machine),working,2,190.0,3,0,
2024-01-11,3 To 5 (1),Incline Chest Press (Machine),working,3,190.0,3,0,
2024-01-11,3 To 5 (1),Incline Chest Press (Machine),working,4,190.0,3,0,
2024-01-11,3 To 5 (1),Incline Chest Press (Machine),working,5,190.0,3,0,
2024-01-11,3 To 5 (1),Shoulder Press (Machine),working,1,130.0,3,0,
2024-01-11,3 To 5 (1),Shoulder Press (Machine),working,2,130.0,3,0,
2024-01-11,3 To 5 (1),Shoulder Press (Machine),working,3,130.0,3,0,
2024-01-11,3 To 5 (1),Shoulder Press (Machine),working,4,130.0,3,0,
2024-01-11,3 To 5 (1),Shoulder Press (Machine),working,5,130.0,3,0,
2024-01-11,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,200.0,3,0,
2024-01-11,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,200.0,3,0,
2024-01-11,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,200.0,4,0,
2024-01-11,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,200.0,4,0,
2024-01-11,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,200.0,4,0,
2024-01-11,3 To 5 (1),Lat Pulldown (Cable),working,1,115.0,3,0,
2024-01-11,3 To 5 (1),Lat Pulldown (Cable),working,2,115.0,4,0,
2024-01-11,3 To 5 (1),Lat Pulldown (Cable),working,3,115.0,4,0,
2024-01-11,3 To 5 (1),Lat Pulldown (Cable),working,4,115.0,3,0,
2024-01-11,3 To 5 (1),Lat Pulldown (Cable),working,5,115.0,3,0,
2024-01-11,3 To 5 (1),Hammer Curl (Dumbbell),working,1,30.0,4,0,
2024-01-11,3 To 5 (1),Hammer Curl (Dumbbell),working,2,30.0,3,0,
2024-01-11,3 To 5 (1),Hammer Curl (Dumbbell),working,3,30.0,3,0,
2024-01-11,3 To 5 (1),Hammer Curl (Dumbbell),working,4,30.0,3,0,
2024-01-11,3 To 5 (1),Hammer Curl (Dumbbell),working,5,30.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press (Machine),working,1,200.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press (Machine),working,2,200.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press (Machine),working,3,200.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press (Machine),working,4,200.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press (Machine),working,5,200.0,3,0,
2024-01-13,3 To 5 (1),Incline Chest Press (Machine),working,1,190.0,3,0,
2024-01-13,3 To 5 (1),Incline Chest Press (Machine),working,2,190.0,3,0,
2024-01-13,3 To 5 (1),Incline Chest Press (Machine),working,3,190.0,3,0,
2024-01-13,3 To 5 (1),Incline Chest Press (Machine),working,4,190.0,3,0,
2024-01-13,3 To 5 (1),Incline Chest Press (Machine),working,5,190.0,3,0,
2024-01-13,3 To 5 (1),Shoulder Press (Machine),working,1,130.0,3,0,
2024-01-13,3 To 5 (1),Shoulder Press (Machine),working,2,130.0,3,0,
2024-01-13,3 To 5 (1),Shoulder Press (Machine),working,3,130.0,3,0,
2024-01-13,3 To 5 (1),Shoulder Press (Machine),working,4,130.0,3,0,
2024-01-13,3 To 5 (1),Shoulder Press (Machine),working,5,130.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,200.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,200.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,200.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,200.0,3,0,
2024-01-13,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,200.0,4,0,
2024-01-13,3 To 5 (1),Lat Pulldown (Cable),working,1,115.0,3,0,
2024-01-13,3 To 5 (1),Lat Pulldown (Cable),working,2,115.0,3,0,
2024-01-13,3 To 5 (1),Lat Pulldown (Cable),working,3,115.0,4,0,
2024-01-13,3 To 5 (1),Lat Pulldown (Cable),working,4,115.0,4,0,
2024-01-13,3 To 5 (1),Lat Pulldown (Cable),working,5,115.0,4,0,
2024-01-13,3 To 5 (1),Hammer Curl (Dumbbell),working,1,30.0,3,0,
2024-01-13,3 To 5 (1),Hammer Curl (Dumbbell),working,2,30.0,3,0,
2024-01-13,3 To 5 (1),Hammer Curl (Dumbbell),working,3,30.0,4,0,
2024-01-13,3 To 5 (1),Hammer Curl (Dumbbell),working,4,30.0,3,0,
2024-01-13,3 To 5 (1),Hammer Curl (Dumbbell),working,5,30.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press (Machine),working,1,210.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press (Machine),working,2,210.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press (Machine),working,3,210.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press (Machine),working,4,210.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press (Machine),working,5,220.0,3,0,
2024-01-15,3 To 5 (1),Incline Chest Press (Machine),working,1,190.0,3,0,
2024-01-15,3 To 5 (1),Incline Chest Press (Machine),working,2,195.0,3,0,
2024-01-15,3 To 5 (1),Incline Chest Press (Machine),working,3,200.0,3,0,
2024-01-15,3 To 5 (1),Incline Chest Press (Machine),working,4,200.0,3,0,
2024-01-15,3 To 5 (1),Incline Chest Press (Machine),working,5,200.0,3,0,
2024-01-15,3 To 5 (1),Shoulder Press (Machine),working,1,135.0,3,0,
2024-01-15,3 To 5 (1),Shoulder Press (Machine),working,2,135.0,3,0,
2024-01-15,3 To 5 (1),Shoulder Press (Machine),working,3,140.0,3,0,
2024-01-15,3 To 5 (1),Shoulder Press (Machine),working,4,140.0,3,0,
2024-01-15,3 To 5 (1),Shoulder Press (Machine),working,5,140.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,210.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,210.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,210.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,210.0,3,0,
2024-01-15,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,210.0,3,0,
2024-01-15,3 To 5 (1),Lat Pulldown (Cable),working,1,120.0,3,0,
2024-01-15,3 To 5 (1),Lat Pulldown (Cable),working,2,120.0,3,0,
2024-01-15,3 To 5 (1),Lat Pulldown (Cable),working,3,120.0,3,0,
2024-01-15,3 To 5 (1),Lat Pulldown (Cable),working,4,120.0,3,0,
2024-01-15,3 To 5 (1),Lat Pulldown (Cable),working,5,120.0,3,0,
2024-01-15,3 To 5 (1),Hammer Curl (Dumbbell),working,1,35.0,2,0,
2024-01-15,3 To 5 (1),Hammer Curl (Dumbbell),working,2,35.0,3,0,
2024-01-15,3 To 5 (1),Hammer Curl (Dumbbell),working,3,35.0,3,0,
2024-01-15,3 To 5 (1),Hammer Curl (Dumbbell),working,4,30.0,4,0,
2024-01-15,3 To 5 (1),Hammer Curl (Dumbbell),working,5,30.0,3,0,
2024-01-17,3 To 5 (1),Seated Leg Press (Machine),working,1,220.0,3,0,
2024-01-17,3 To 5 (1),Seated Leg Press (Machine),working,2,220.0,3,0,
2024-01-17,3 To 5 (1),Seated Leg Press (Machine),working,3,220.0,3,0,
2024-01-17,3 To 5 (1),Seated Leg Press (Machine),working,4,220.0,3,0,
2024-01-17,3 To 5 (1),Seated Leg Press (Machine),working,5,220.0,3,0,
2024-01-17,3 To 5 (1),Incline Chest Press (Machine),working,1,205.0,3,0,
2024-01-17,3 To 5 (1),Incline Chest Press (Machine),working,2,200.0,3,0,
2024-01-17,3 To 5 (1),Incline Chest Press (Machine),working,3,200.0,3,0,
2024-01-17,3 To 5 (1),Incline Chest Press (Machine),working,4,200.0,3,0,
2024-01-17,3 To 5 (1),Incline Chest Press (Machine),working,5,200.0,3,0,
2024-01-17,3 To 5 (1),Shoulder Press (Machine),working,1,140.0,3,0,
2024-01-17,3 To 5 (1),Shoulder Press (Machine),working,2,140.0,3,0,
2024-01-17,3 To 5 (1),Shoulder Press (Machine),working,3,140.0,3,0,
2024-01-17,3 To 5 (1),Shoulder Press (Machine),working,4,140.0,3,0,
2024-01-17,3 To 5 (1),Shoulder Press (Machine),working,5,140.0,3,0,
2024-01-17,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,220.0,3,0,
2024-01-17,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,220.0,4,0,
2024-01-17,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,220.0,4,0,
2024-01-17,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,220.0,3,0,
2024-01-17,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,220.0,4,0,
2024-01-17,3 To 5 (1),Lat Pulldown (Cable),working,1,120.0,3,0,
2024-01-17,3 To 5 (1),Lat Pulldown (Cable),working,2,120.0,3,0,
2024-01-17,3 To 5 (1),Lat Pulldown (Cable),working,3,120.0,4,0,
2024-01-17,3 To 5 (1),Lat Pulldown (Cable),working,4,120.0,3,0,
2024-01-17,3 To 5 (1),Lat Pulldown (Cable),working,5,120.0,3,0,
2024-01-17,3 To 5 (1),Hammer Curl (Dumbbell),working,1,30.0,4,0,
2024-01-17,3 To 5 (1),Hammer Curl (Dumbbell),working,2,30.0,4,0,
2024-01-17,3 To 5 (1),Hammer Curl (Dumbbell),working,3,30.0,4,0,
2024-01-17,3 To 5 (1),Hammer Curl (Dumbbell),working,4,30.0,3,0,
2024-01-17,3 To 5 (1),Hammer Curl (Dumbbell),working,5,30.0,3,0,
2024-01-18,3 To 5 (1),Seated Leg Press (Machine),working,1,220.0,3,0,
2024-01-18,3 To 5 (1),Seated Leg Press (Machine),working,2,220.0,3,0,
2024-01-18,3 To 5 (1),Seated Leg Press (Machine),working,3,220.0,3,0,
2024-01-18,3 To 5 (1),Seated Leg Press (Machine),working,4,220.0,4,0,
2024-01-18,3 To 5 (1),Seated Leg Press (Machine),working,5,220.0,4,0,
2024-01-18,3 To 5 (1),Incline Chest Press (Machine),working,1,200.0,3,0,
2024-01-18,3 To 5 (1),Incline Chest Press (Machine),working,2,200.0,3,0,
2024-01-18,3 To 5 (1),Incline Chest Press (Machine),working,3,200.0,3,0,
2024-01-18,3 To 5 (1),Incline Chest Press (Machine),working,4,200.0,4,0,
2024-01-18,3 To 5 (1),Incline Chest Press (Machine),working,5,200.0,4,0,
2024-01-18,3 To 5 (1),Shoulder Press (Machine),working,1,140.0,3,0,
2024-01-18,3 To 5 (1),Shoulder Press (Machine),working,2,140.0,3,0,
2024-01-18,3 To 5 (1),Shoulder Press (Machine),working,3,140.0,3,0,
2024-01-18,3 To 5 (1),Shoulder Press (Machine),working,4,140.0,3,0,
2024-01-18,3 To 5 (1),Shoulder Press (Machine),working,5,140.0,4,0,
2024-01-18,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,220.0,4,0,
2024-01-18,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,220.0,4,0,
2024-01-18,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,220.0,4,0,
2024-01-18,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,220.0,4,0,
2024-01-18,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,220.0,4,0,
2024-01-18,3 To 5 (1),Lat Pulldown (Cable),working,1,120.0,4,0,
2024-01-18,3 To 5 (1),Lat Pulldown (Cable),working,2,120.0,4,0,
2024-01-18,3 To 5 (1),Lat Pulldown (Cable),working,3,120.0,4,0,
2024-01-18,3 To 5 (1),Lat Pulldown (Cable),working,4,120.0,4,0,
2024-01-18,3 To 5 (1),Lat Pulldown (Cable),working,5,120.0,4,0,
2024-01-18,3 To 5 (1),Hammer Curl (Dumbbell),working,1,30.0,4,0,
2024-01-18,3 To 5 (1),Hammer Curl (Dumbbell),working,2,30.0,4,0,
2024-01-18,3 To 5 (1),Hammer Curl (Dumbbell),working,3,30.0,4,0,
2024-01-18,3 To 5 (1),Hammer Curl (Dumbbell),working,4,30.0,4,0,
2024-01-18,3 To 5 (1),Hammer Curl (Dumbbell),working,5,30.0,3,0,
2024-01-20,3 To 5 (1),Seated Leg Press (Machine),working,1,220.0,4,0,
2024-01-20,3 To 5 (1),Seated Leg Press (Machine),working,2,220.0,4,0,
2024-01-20,3 To 5 (1),Seated Leg Press (Machine),working,3,220.0,4,0,
2024-01-20,3 To 5 (1),Seated Leg Press (Machine),working,4,220.0,5,0,
2024-01-20,3 To 5 (1),Seated Leg Press (Machine),working,5,220.0,5,0,
2024-01-20,3 To 5 (1),Incline Chest Press (Machine),working,1,200.0,4,0,
2024-01-20,3 To 5 (1),Incline Chest Press (Machine),working,2,200.0,4,0,
2024-01-20,3 To 5 (1),Incline Chest Press (Machine),working,3,200.0,4,0,
2024-01-20,3 To 5 (1),Incline Chest Press (Machine),working,4,200.0,4,0,
2024-01-20,3 To 5 (1),Incline Chest Press (Machine),working,5,200.0,5,0,
2024-01-20,3 To 5 (1),Shoulder Press (Machine),working,1,140.0,3,0,
2024-01-20,3 To 5 (1),Shoulder Press (Machine),working,2,140.0,3,0,
2024-01-20,3 To 5 (1),Shoulder Press (Machine),working,3,140.0,3,0,
2024-01-20,3 To 5 (1),Shoulder Press (Machine),working,4,140.0,3,0,
2024-01-20,3 To 5 (1),Shoulder Press (Machine),working,5,140.0,3,0,
2024-01-20,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,220.0,4,0,
2024-01-20,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,220.0,5,0,
2024-01-20,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,220.0,5,0,
2024-01-20,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,220.0,5,0,
2024-01-20,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,220.0,5,0,
2024-01-20,3 To 5 (1),Lat Pulldown (Cable),working,1,120.0,4,0,
2024-01-20,3 To 5 (1),Lat Pulldown (Cable),working,2,120.0,5,0,
2024-01-20,3 To 5 (1),Lat Pulldown (Cable),working,3,120.0,5,0,
2024-01-20,3 To 5 (1),Lat Pulldown (Cable),working,4,120.0,5,0,
2024-01-20,3 To 5 (1),Lat Pulldown (Cable),working,5,120.0,5,0,
2024-01-20,3 To 5 (1),Hammer Curl (Dumbbell),working,1,30.0,4,0,
2024-01-20,3 To 5 (1),Hammer Curl (Dumbbell),working,2,30.0,4,0,
2024-01-20,3 To 5 (1),Hammer Curl (Dumbbell),working,3,30.0,4,0,
2024-01-20,3 To 5 (1),Hammer Curl (Dumbbell),working,4,30.0,3,0,
2024-01-20,3 To 5 (1),Hammer Curl (Dumbbell),working,5,30.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press (Machine),working,1,230.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press (Machine),working,2,230.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press (Machine),working,3,230.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press (Machine),working,4,230.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press (Machine),working,5,230.0,3,0,
2024-01-22,3 To 5 (1),Incline Chest Press (Machine),working,1,210.0,3,0,
2024-01-22,3 To 5 (1),Incline Chest Press (Machine),working,2,210.0,3,0,
2024-01-22,3 To 5 (1),Incline Chest Press (Machine),working,3,210.0,3,0,
2024-01-22,3 To 5 (1),Incline Chest Press (Machine),working,4,210.0,3,0,
2024-01-22,3 To 5 (1),Incline Chest Press (Machine),working,5,210.0,3,0,
2024-01-22,3 To 5 (1),Shoulder Press (Machine),working,1,145.0,3,0,
2024-01-22,3 To 5 (1),Shoulder Press (Machine),working,2,145.0,3,0,
2024-01-22,3 To 5 (1),Shoulder Press (Machine),working,3,145.0,3,0,
2024-01-22,3 To 5 (1),Shoulder Press (Machine),working,4,145.0,3,0,
2024-01-22,3 To 5 (1),Shoulder Press (Machine),working,5,145.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,230.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,230.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,230.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,230.0,3,0,
2024-01-22,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,230.0,3,0,
2024-01-22,3 To 5 (1),Lat Pulldown (Cable),working,1,130.0,3,0,
2024-01-22,3 To 5 (1),Lat Pulldown (Cable),working,2,130.0,3,0,
2024-01-22,3 To 5 (1),Lat Pulldown (Cable),working,3,130.0,3,0,
2024-01-22,3 To 5 (1),Lat Pulldown (Cable),working,4,130.0,3,0,
2024-01-22,3 To 5 (1),Lat Pulldown (Cable),working,5,130.0,3,0,
2024-01-22,3 To 5 (1),Hammer Curl (Dumbbell),working,1,35.0,3,0,
2024-01-22,3 To 5 (1),Hammer Curl (Dumbbell),working,2,35.0,3,0,
2024-01-22,3 To 5 (1),Hammer Curl (Dumbbell),working,3,35.0,3,0,
2024-01-22,3 To 5 (1),Hammer Curl (Dumbbell),working,4,35.0,3,0,
2024-01-22,3 To 5 (1),Hammer Curl (Dumbbell),working,5,35.0,3,0,
2024-01-23,3 To 5 (1),Seated Leg Press (Machine),working,1,230.0,3,0,
2024-01-23,3 To 5 (1),Seated Leg Press (Machine),working,2,230.0,3,0,
2024-01-23,3 To 5 (1),Seated Leg Press (Machine),working,3,230.0,3,0,
2024-01-23,3 To 5 (1),Seated Leg Press (Machine),working,4,230.0,4,0,
2024-01-23,3 To 5 (1),Seated Leg Press (Machine),working,5,230.0,4,0,
2024-01-23,3 To 5 (1),Incline Chest Press (Machine),working,1,210.0,3,0,
2024-01-23,3 To 5 (1),Incline Chest Press (Machine),working,2,210.0,3,0,
2024-01-23,3 To 5 (1),Incline Chest Press (Machine),working,3,210.0,3,0,
2024-01-23,3 To 5 (1),Incline Chest Press (Machine),working,4,210.0,4,0,
2024-01-23,3 To 5 (1),Incline Chest Press (Machine),working,5,210.0,4,0,
2024-01-23,3 To 5 (1),Shoulder Press (Machine),working,1,145.0,3,0,
2024-01-23,3 To 5 (1),Shoulder Press (Machine),working,2,145.0,3,0,
2024-01-23,3 To 5 (1),Shoulder Press (Machine),working,3,145.0,3,0,
2024-01-23,3 To 5 (1),Shoulder Press (Machine),working,4,145.0,4,0,
2024-01-23,3 To 5 (1),Shoulder Press (Machine),working,5,145.0,4,0,
2024-01-23,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,230.0,3,0,
2024-01-23,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,230.0,3,0,
2024-01-23,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,230.0,3,0,
2024-01-23,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,230.0,4,0,
2024-01-23,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,230.0,4,0,
2024-01-23,3 To 5 (1),Lat Pulldown (Cable),working,1,130.0,3,0,
2024-01-23,3 To 5 (1),Lat Pulldown (Cable),working,2,130.0,3,0,
2024-01-23,3 To 5 (1),Lat Pulldown (Cable),working,3,130.0,3,0,
2024-01-23,3 To 5 (1),Lat Pulldown (Cable),working,4,130.0,4,0,
2024-01-23,3 To 5 (1),Lat Pulldown (Cable),working,5,130.0,4,0,
2024-01-23,3 To 5 (1),Hammer Curl (Dumbbell),working,1,35.0,3,0,
2024-01-23,3 To 5 (1),Hammer Curl (Dumbbell),working,2,35.0,3,0,
2024-01-23,3 To 5 (1),Hammer Curl (Dumbbell),working,3,35.0,3,0,
2024-01-23,3 To 5 (1),Hammer Curl (Dumbbell),working,4,35.0,2,0,
2024-01-23,3 To 5 (1),Hammer Curl (Dumbbell),working,5,35.0,1,0,
2024-01-24,3 To 5 (1),Seated Leg Press (Machine),working,1,230.0,3,0,
2024-01-24,3 To 5 (1),Seated Leg Press (Machine),working,2,230.0,3,0,
2024-01-24,3 To 5 (1),Seated Leg Press (Machine),working,3,230.0,4,0,
2024-01-24,3 To 5 (1),Seated Leg Press (Machine),working,4,230.0,4,0,
2024-01-24,3 To 5 (1),Seated Leg Press (Machine),working,5,230.0,5,0,
2024-01-24,3 To 5 (1),Incline Chest Press (Machine),working,1,210.0,3,0,
2024-01-24,3 To 5 (1),Incline Chest Press (Machine),working,2,210.0,4,0,
2024-01-24,3 To 5 (1),Incline Chest Press (Machine),working,3,210.0,4,0,
2024-01-24,3 To 5 (1),Incline Chest Press (Machine),working,4,210.0,5,0,
2024-01-24,3 To 5 (1),Incline Chest Press (Machine),working,5,210.0,5,0,
2024-01-24,3 To 5 (1),Shoulder Press (Machine),working,1,145.0,3,0,
2024-01-24,3 To 5 (1),Shoulder Press (Machine),working,2,145.0,3,0,
2024-01-24,3 To 5 (1),Shoulder Press (Machine),working,3,145.0,3,0,
2024-01-24,3 To 5 (1),Shoulder Press (Machine),working,4,145.0,4,0,
2024-01-24,3 To 5 (1),Shoulder Press (Machine),working,5,145.0,5,0,
2024-01-24,3 To 5 (1),Seated Leg Press Wide (Machine),working,1,230.0,3,0,
2024-01-24,3 To 5 (1),Seated Leg Press Wide (Machine),working,2,230.0,5,0,
2024-01-24,3 To 5 (1),Seated Leg Press Wide (Machine),working,3,230.0,5,0,
2024-01-24,3 To 5 (1),Seated Leg Press Wide (Machine),working,4,230.0,5,0,
2024-01-24,3 To 5 (1),Seated Leg Press Wide (Machine),working,5,230.0,5,0,
2024-01-24,3 To 5 (1),Lat Pulldown (Cable),working,1,130.0,3,0,
2024-01-24,3 To 5 (1),Lat Pulldown (Cable),working,2,130.0,4,0,
2024-01-24,3 To 5 (1),Lat Pulldown (Cable),working,3,130.0,4,0,
2024-01-24,3 To 5 (1),Lat Pulldown (Cable),working,4,130.0,5,0,
2024-01-24,3 To 5 (1),Lat Pulldown (Cable),working,5,130.0,5,0,
2024-01-24,3 To 5 (1),Hammer Curl (Dumbbell),working,1,30.0,5,0,
