date,workout_name,exercise,set_type,set_num,weight_lb,reps,seconds,rpe_actual
2024-04-19,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,255.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,255.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,170.0,9,0,
2024-04-19,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,255.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,255.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,255.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,255.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Chin Up,working,1,0.0,5,0,
2024-04-19,3 X 5 (Barbell 2),Chin Up,working,2,0.0,5,0,
2024-04-19,3 X 5 (Barbell 2),Chin Up,working,3,0.0,5,0,
2024-04-19,3 X 5 (Barbell 2),Chin Up,working,4,0.0,5,0,
2024-04-19,3 X 5 (Barbell 2),Chin Up,working,5,0.0,5,0,
2024-04-19,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,75.0,12,0,
2024-04-19,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,110.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,110.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,110.0,4,0,
2024-04-19,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,110.0,4,0,
2024-04-19,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,145.0,8,0,
2024-04-19,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,185.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,185.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,185.0,3,0,
2024-04-19,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,185.0,3,0,
2024-04-20,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,140.0,14,0,
2024-04-20,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,205.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,205.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,205.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,205.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,170.0,9,0,
2024-04-20,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,255.0,3,0,
2024-04-20,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,255.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,255.0,3,0,
2024-04-20,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,255.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,170.0,10,0,
2024-04-20,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,255.0,3,0,
2024-04-20,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,255.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,255.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,255.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Chin Up,working,1,0.0,5,0,
2024-04-20,3 X 5 (Barbell 2),Chin Up,working,2,0.0,5,0,
2024-04-20,3 X 5 (Barbell 2),Chin Up,working,3,0.0,5,0,
2024-04-20,3 X 5 (Barbell 2),Chin Up,working,4,0.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Chin Up,working,5,0.0,5,0,
2024-04-20,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,75.0,12,0,
2024-04-20,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,110.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,110.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,110.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,110.0,4,0,
2024-04-20,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,145.0,8,0,
2024-04-20,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,185.0,3,0,
2024-04-20,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,185.0,3,0,
2024-04-20,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,185.0,3,0,
2024-04-20,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,185.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,145.0,12,0,
2024-04-23,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,215.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,215.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,215.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,215.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,175.0,8,0,
2024-04-23,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,265.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,265.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,265.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,265.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,175.0,10,0,
2024-04-23,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,265.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,265.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,265.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,265.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Chin Up,working,1,0.0,6,0,
2024-04-23,3 X 5 (Barbell 2),Chin Up,working,2,0.0,6,0,
2024-04-23,3 X 5 (Barbell 2),Chin Up,working,3,0.0,6,0,
2024-04-23,3 X 5 (Barbell 2),Chin Up,working,4,0.0,6,0,
2024-04-23,3 X 5 (Barbell 2),Chin Up,working,5,0.0,7,0,
2024-04-23,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,80.0,12,0,
2024-04-23,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,115.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,115.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,115.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,115.0,4,0,
2024-04-23,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,145.0,10,0,
2024-04-23,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,195.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,195.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,195.0,3,0,
2024-04-23,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,195.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,145.0,12,0,
2024-04-25,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,215.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,215.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,215.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,215.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,175.0,8,0,
2024-04-25,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,265.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,265.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,265.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,265.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,175.0,10,0,
2024-04-25,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,265.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,265.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,265.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,265.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Chin Up,working,1,0.0,6,0,
2024-04-25,3 X 5 (Barbell 2),Chin Up,working,2,0.0,6,0,
2024-04-25,3 X 5 (Barbell 2),Chin Up,working,3,0.0,6,0,
2024-04-25,3 X 5 (Barbell 2),Chin Up,working,4,0.0,6,0,
2024-04-25,3 X 5 (Barbell 2),Chin Up,working,5,0.0,7,0,
2024-04-25,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,80.0,12,0,
2024-04-25,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,115.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,115.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,115.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,115.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,145.0,10,0,
2024-04-25,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,195.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,195.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,195.0,3,0,
2024-04-25,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,195.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,145.0,13,0,
2024-04-27,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,215.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,215.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,215.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,215.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,175.0,9,0,
2024-04-27,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,265.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,265.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,265.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,265.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,175.0,10,0,
2024-04-27,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,265.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,265.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,265.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,265.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Chin Up,working,1,0.0,7,0,
2024-04-27,3 X 5 (Barbell 2),Chin Up,working,2,0.0,6,0,
2024-04-27,3 X 5 (Barbell 2),Chin Up,working,3,0.0,7,0,
2024-04-27,3 X 5 (Barbell 2),Chin Up,working,4,0.0,7,0,
2024-04-27,3 X 5 (Barbell 2),Chin Up,working,5,0.0,8,0,
2024-04-27,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,85.0,10,0,
2024-04-27,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,115.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,115.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,115.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,115.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,145.0,10,0,
2024-04-27,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,195.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,195.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,195.0,3,0,
2024-04-27,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,195.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,155.0,12,0,
2024-04-30,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,225.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,225.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,225.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,225.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,185.0,7,0,
2024-04-30,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,275.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,275.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,275.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,275.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,185.0,10,0,
2024-04-30,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,275.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,275.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,275.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,275.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Chin Up,working,1,0.0,7,0,
2024-04-30,3 X 5 (Barbell 2),Chin Up,working,2,0.0,7,0,
2024-04-30,3 X 5 (Barbell 2),Chin Up,working,3,0.0,7,0,
2024-04-30,3 X 5 (Barbell 2),Chin Up,working,4,0.0,7,0,
2024-04-30,3 X 5 (Barbell 2),Chin Up,working,5,0.0,7,0,
2024-04-30,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,90.0,10,0,
2024-04-30,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,120.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,120.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,120.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,120.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,155.0,8,0,
2024-04-30,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,205.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,205.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,205.0,3,0,
2024-04-30,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,205.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,155.0,12,0,
2024-05-02,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,225.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,225.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,225.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,225.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,185.0,7,0,
2024-05-02,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,275.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,275.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,275.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,275.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,185.0,10,0,
2024-05-02,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,275.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,275.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,275.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,275.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Chin Up,working,1,0.0,7,0,
2024-05-02,3 X 5 (Barbell 2),Chin Up,working,2,0.0,5,0,
2024-05-02,3 X 5 (Barbell 2),Chin Up,working,3,0.0,7,0,
2024-05-02,3 X 5 (Barbell 2),Chin Up,working,4,0.0,7,0,
2024-05-02,3 X 5 (Barbell 2),Chin Up,working,5,0.0,7,0,
2024-05-02,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,90.0,10,0,
2024-05-02,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,120.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,120.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,120.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,120.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,155.0,11,0,
2024-05-02,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,205.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,205.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,205.0,3,0,
2024-05-02,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,205.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,155.0,13,0,
2024-05-03,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,225.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,225.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,225.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,225.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,185.0,8,0,
2024-05-03,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,275.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,275.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,275.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,275.0,1,0,
2024-05-03,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,185.0,11,0,
2024-05-03,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,275.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,275.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,275.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,275.0,2,0,
2024-05-03,3 X 5 (Barbell 2),Chin Up,working,1,0.0,5,0,
2024-05-03,3 X 5 (Barbell 2),Chin Up,working,2,0.0,5,0,
2024-05-03,3 X 5 (Barbell 2),Chin Up,working,3,0.0,5,0,
2024-05-03,3 X 5 (Barbell 2),Chin Up,working,4,0.0,5,0,
2024-05-03,3 X 5 (Barbell 2),Chin Up,working,5,0.0,5,0,
2024-05-03,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,90.0,10,0,
2024-05-03,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,120.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,120.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,120.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,120.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,155.0,9,0,
2024-05-03,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,205.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,205.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,205.0,3,0,
2024-05-03,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,205.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,165.0,9,0,
2024-05-07,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,235.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,235.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,235.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,235.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,185.0,9,0,
2024-05-07,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,285.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,285.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,285.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,285.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,185.0,12,0,
2024-05-07,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,285.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,285.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,285.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,282.5,3,0,
2024-05-07,3 X 5 (Barbell 2),Chin Up,working,1,0.0,7,0,
2024-05-07,3 X 5 (Barbell 2),Chin Up,working,2,0.0,7,0,
2024-05-07,3 X 5 (Barbell 2),Chin Up,working,3,0.0,9,0,
2024-05-07,3 X 5 (Barbell 2),Chin Up,working,4,0.0,7,0,
2024-05-07,3 X 5 (Barbell 2),Chin Up,working,5,0.0,7,0,
2024-05-07,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,95.0,8,0,
2024-05-07,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,125.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,125.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,125.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,125.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,165.0,7,0,
2024-05-07,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,215.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,215.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,215.0,3,0,
2024-05-07,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,215.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,165.0,9,0,
2024-05-09,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,235.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,235.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,235.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,235.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,185.0,9,0,
2024-05-09,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,285.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,285.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,285.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,285.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,185.0,10,0,
2024-05-09,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,285.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,285.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,285.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,285.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Chin Up,working,1,0.0,8,0,
2024-05-09,3 X 5 (Barbell 2),Chin Up,working,2,0.0,8,0,
2024-05-09,3 X 5 (Barbell 2),Chin Up,working,3,0.0,8,0,
2024-05-09,3 X 5 (Barbell 2),Chin Up,working,4,0.0,7,0,
2024-05-09,3 X 5 (Barbell 2),Chin Up,working,5,0.0,6,0,
2024-05-09,3 X 5 (Barbell 2),Overhead Press (Barbell),working,1,95.0,8,0,
2024-05-09,3 X 5 (Barbell 2),Overhead Press (Barbell),working,2,125.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Overhead Press (Barbell),working,3,125.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Overhead Press (Barbell),working,4,125.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Overhead Press (Barbell),working,5,125.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Bench Press (Barbell),working,1,125.0,12,0,
2024-05-09,3 X 5 (Barbell 2),Bench Press (Barbell),working,2,215.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Bench Press (Barbell),working,3,215.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Bench Press (Barbell),working,4,215.0,3,0,
2024-05-09,3 X 5 (Barbell 2),Bench Press (Barbell),working,5,215.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,1,165.0,10,0,
2024-05-11,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,2,235.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,3,235.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,4,235.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Bent Over Row (Barbell),working,5,235.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,1,185.0,10,0,
2024-05-11,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,2,285.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,3,285.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,4,285.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Deficit Deadlift (Barbell),working,5,285.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Deadlift (Barbell),working,1,185.0,10,0,
2024-05-11,3 X 5 (Barbell 2),Deadlift (Barbell),working,2,285.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Deadlift (Barbell),working,3,285.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Deadlift (Barbell),working,4,285.0,3,0,
2024-05-11,3 X 5 (Barbell 2),Deadlift (Barbell),working,5,285.0,3,0,
